Company,Filing Type,Filing,sentiment
FALCONSTOR SOFTWARE INC,8-K,0000921895-13-000078,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-13-000618,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-13-000765,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-13-000866,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-13-001470,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-13-001862,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-13-001909,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-13-002074,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-14-000262,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-14-000767,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-14-001315,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-14-001329,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-14-002531,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-15-000103,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-16-005543,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-16-005606,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-16-005850,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-17-002019,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-17-002313,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-17-002336,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-17-002717,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-18-001273,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-18-001475,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-18-002018,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-18-002748,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-18-003280,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-18-003355,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-18-003397,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-19-000006,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-19-001050,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-19-001751,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-19-001816,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-19-001882,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-20-000020,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-20-001223,negative
FALCONSTOR SOFTWARE INC,8-K,0000921895-21-001693,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-21-001719,positive
FALCONSTOR SOFTWARE INC,8-K,0000921895-21-001901,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-14-000004,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-14-000007,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-14-000012,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-14-000022,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-14-000024,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-15-000003,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-15-000012,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-15-000018,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-15-000020,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-15-000026,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000032,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000040,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000045,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000047,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000055,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000063,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000067,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000069,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000071,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-16-000073,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-17-000002,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-17-000009,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-17-000014,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-17-000016,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-17-000018,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-17-000021,negative
FALCONSTOR SOFTWARE INC,8-K,0000922521-17-000023,positive
FALCONSTOR SOFTWARE INC,8-K,0000922521-17-000028,positive
FALCONSTOR SOFTWARE INC,8-K,0001193805-17-001497,negative
FALCONSTOR SOFTWARE INC,8-K,0001193805-18-000283,negative
FALCONSTOR SOFTWARE INC,8-K,0001193805-21-000875,positive
FALCONSTOR SOFTWARE INC,8-K,0001193805-21-001053,positive
FALCONSTOR SOFTWARE INC,8-K,0001193805-21-001554,negative
FALCONSTOR SOFTWARE INC,8-K,0001193805-22-000361,positive
FALCONSTOR SOFTWARE INC,8-K,0001445305-14-001531,negative
FALCONSTOR SOFTWARE INC,8-K,0001521536-13-000586,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-18-003485,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-18-006560,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-18-011115,positive
FALCONSTOR SOFTWARE INC,8-K,0001628280-18-014354,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-19-003320,positive
FALCONSTOR SOFTWARE INC,8-K,0001628280-19-006829,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-19-010758,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-19-014319,positive
FALCONSTOR SOFTWARE INC,8-K,0001628280-20-003477,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-20-006967,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-20-011799,positive
FALCONSTOR SOFTWARE INC,8-K,0001628280-20-016085,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-21-004457,positive
FALCONSTOR SOFTWARE INC,8-K,0001628280-21-009082,negative
FALCONSTOR SOFTWARE INC,8-K,0001628280-21-015574,positive
FALCONSTOR SOFTWARE INC,8-K,0001628280-21-022807,positive
FALCONSTOR SOFTWARE INC,8-K,0001628280-22-005564,negative
FASTLY INC,10-K,0001517413-20-000043,negative
FASTLY INC,10-K,0001517413-21-000030,positive
FASTLY INC,10-K,0001517413-22-000038,positive
FASTLY INC,10-Q,0001517413-19-000012,positive
FASTLY INC,10-Q,0001517413-19-000022,positive
FASTLY INC,10-Q,0001517413-20-000094,positive
FASTLY INC,10-Q,0001517413-20-000162,negative
FASTLY INC,10-Q,0001517413-20-000263,negative
FASTLY INC,10-Q,0001517413-21-000069,negative
FASTLY INC,10-Q,0001517413-21-000154,positive
FASTLY INC,10-Q,0001517413-21-000195,negative
FASTLY INC,8-K,0001193125-19-152823,positive
FASTLY INC,8-K,0001193125-20-043507,negative
FASTLY INC,8-K,0001193125-20-043520,positive
FASTLY INC,8-K,0001193125-20-165805,positive
FASTLY INC,8-K,0001193125-21-071602,positive
FASTLY INC,8-K,0001517413-19-000008,positive
FASTLY INC,8-K,0001517413-19-000010,negative
FASTLY INC,8-K,0001517413-19-000018,negative
FASTLY INC,8-K,0001517413-20-000090,positive
FASTLY INC,8-K,0001517413-20-000157,negative
FASTLY INC,8-K,0001517413-20-000194,negative
FASTLY INC,8-K,0001517413-20-000218,negative
FASTLY INC,8-K,0001517413-20-000227,positive
FASTLY INC,8-K,0001517413-20-000250,negative
FASTLY INC,8-K,0001517413-21-000006,negative
FASTLY INC,8-K,0001517413-21-000007,negative
FASTLY INC,8-K,0001517413-21-000064,negative
FASTLY INC,8-K,0001517413-21-000065,negative
FASTLY INC,8-K,0001517413-21-000097,positive
FASTLY INC,8-K,0001517413-21-000116,negative
FASTLY INC,8-K,0001517413-21-000127,positive
FASTLY INC,8-K,0001517413-21-000128,negative
FASTLY INC,8-K,0001517413-21-000149,negative
FASTLY INC,8-K,0001517413-21-000183,negative
FASTLY INC,8-K,0001517413-21-000184,positive
FASTLY INC,8-K,0001517413-22-000018,negative
FIREEYE INC,10-K,0001370880-17-000008,negative
FIREEYE INC,10-K,0001370880-18-000011,negative
FIREEYE INC,10-K,0001370880-19-000006,negative
FIREEYE INC,10-K,0001370880-20-000008,positive
FIREEYE INC,10-K,0001370880-21-000010,positive
FIREEYE INC,10-K,0001445305-14-000808,positive
FIREEYE INC,10-K,0001628280-15-001370,positive
FIREEYE INC,10-K,0001628280-16-011848,positive
FIREEYE INC,10-Q,0001370880-16-000010,negative
FIREEYE INC,10-Q,0001370880-16-000019,negative
FIREEYE INC,10-Q,0001370880-17-000017,negative
FIREEYE INC,10-Q,0001370880-17-000026,positive
FIREEYE INC,10-Q,0001370880-17-000033,negative
FIREEYE INC,10-Q,0001370880-18-000020,negative
FIREEYE INC,10-Q,0001370880-18-000036,positive
FIREEYE INC,10-Q,0001370880-18-000044,positive
FIREEYE INC,10-Q,0001370880-19-000015,negative
FIREEYE INC,10-Q,0001370880-19-000029,positive
FIREEYE INC,10-Q,0001370880-19-000036,negative
FIREEYE INC,10-Q,0001370880-20-000015,positive
FIREEYE INC,10-Q,0001370880-20-000027,negative
FIREEYE INC,10-Q,0001370880-20-000034,positive
FIREEYE INC,10-Q,0001370880-21-000020,negative
FIREEYE INC,10-Q,0001370880-21-000033,negative
FIREEYE INC,10-Q,0001445305-13-003028,negative
FIREEYE INC,10-Q,0001445305-14-002161,negative
FIREEYE INC,10-Q,0001445305-14-003657,positive
FIREEYE INC,10-Q,0001445305-14-004779,positive
FIREEYE INC,10-Q,0001628280-15-003964,negative
FIREEYE INC,10-Q,0001628280-15-005805,negative
FIREEYE INC,10-Q,0001628280-15-008284,negative
FIREEYE INC,10-Q,0001628280-16-015815,negative
FIREEYE INC,8-K,0001104659-21-075725,negative
FIREEYE INC,8-K,0001181431-14-012648,positive
FIREEYE INC,8-K,0001181431-14-019537,negative
FIREEYE INC,8-K,0001193125-13-378447,positive
FIREEYE INC,8-K,0001193125-14-000851,negative
FIREEYE INC,8-K,0001193125-14-000883,positive
FIREEYE INC,8-K,0001193125-14-045727,negative
FIREEYE INC,8-K,0001193125-14-184813,negative
FIREEYE INC,8-K,0001193125-14-236361,positive
FIREEYE INC,8-K,0001193125-14-295748,negative
FIREEYE INC,8-K,0001193125-14-396243,negative
FIREEYE INC,8-K,0001193125-15-005108,negative
FIREEYE INC,8-K,0001193125-15-044178,negative
FIREEYE INC,8-K,0001193125-15-161946,negative
FIREEYE INC,8-K,0001193125-15-206834,negative
FIREEYE INC,8-K,0001193125-15-215083,positive
FIREEYE INC,8-K,0001193125-15-225862,positive
FIREEYE INC,8-K,0001193125-15-270794,positive
FIREEYE INC,8-K,0001193125-15-313719,positive
FIREEYE INC,8-K,0001193125-15-366094,negative
FIREEYE INC,8-K,0001193125-16-433602,positive
FIREEYE INC,8-K,0001193125-16-433605,positive
FIREEYE INC,8-K,0001193125-16-459792,positive
FIREEYE INC,8-K,0001193125-16-460643,positive
FIREEYE INC,8-K,0001193125-16-496065,positive
FIREEYE INC,8-K,0001193125-16-579887,positive
FIREEYE INC,8-K,0001193125-20-298110,negative
FIREEYE INC,8-K,0001193125-20-315504,negative
FIREEYE INC,8-K,0001370880-16-000005,negative
FIREEYE INC,8-K,0001370880-16-000007,positive
FIREEYE INC,8-K,0001370880-16-000012,negative
FIREEYE INC,8-K,0001370880-16-000014,negative
FIREEYE INC,8-K,0001370880-16-000017,positive
FIREEYE INC,8-K,0001370880-17-000002,positive
FIREEYE INC,8-K,0001370880-17-000011,positive
FIREEYE INC,8-K,0001370880-17-000013,negative
FIREEYE INC,8-K,0001370880-17-000021,negative
FIREEYE INC,8-K,0001370880-17-000023,positive
FIREEYE INC,8-K,0001370880-17-000028,positive
FIREEYE INC,8-K,0001370880-17-000030,negative
FIREEYE INC,8-K,0001370880-18-000004,positive
FIREEYE INC,8-K,0001370880-18-000018,negative
FIREEYE INC,8-K,0001370880-18-000022,negative
FIREEYE INC,8-K,0001370880-18-000024,negative
FIREEYE INC,8-K,0001370880-18-000026,positive
FIREEYE INC,8-K,0001370880-18-000030,negative
FIREEYE INC,8-K,0001370880-18-000032,negative
FIREEYE INC,8-K,0001370880-18-000040,positive
FIREEYE INC,8-K,0001370880-19-000002,positive
FIREEYE INC,8-K,0001370880-19-000010,negative
FIREEYE INC,8-K,0001370880-19-000017,positive
FIREEYE INC,8-K,0001370880-19-000019,negative
FIREEYE INC,8-K,0001370880-19-000025,positive
FIREEYE INC,8-K,0001370880-19-000031,positive
FIREEYE INC,8-K,0001370880-19-000033,positive
FIREEYE INC,8-K,0001370880-20-000002,negative
FIREEYE INC,8-K,0001370880-20-000012,positive
FIREEYE INC,8-K,0001370880-20-000021,negative
FIREEYE INC,8-K,0001370880-20-000023,positive
FIREEYE INC,8-K,0001370880-20-000029,negative
FIREEYE INC,8-K,0001370880-20-000031,positive
FIREEYE INC,8-K,0001370880-20-000037,positive
FIREEYE INC,8-K,0001370880-20-000039,negative
FIREEYE INC,8-K,0001370880-21-000005,positive
FIREEYE INC,8-K,0001370880-21-000014,negative
FIREEYE INC,8-K,0001370880-21-000016,positive
FIREEYE INC,8-K,0001370880-21-000024,negative
FIREEYE INC,8-K,0001370880-21-000029,negative
FIREEYE INC,8-K,0001370880-21-000035,negative
FIREEYE INC,8-K,0001628280-16-016270,positive
FIVE9 INC,10-K,0001288847-15-000011,negative
FIVE9 INC,10-K,0001288847-16-000054,negative
FIVE9 INC,10-K,0001288847-17-000038,positive
FIVE9 INC,10-K,0001288847-18-000030,negative
FIVE9 INC,10-K,0001288847-19-000021,positive
FIVE9 INC,10-K,0001288847-20-000028,positive
FIVE9 INC,10-K,0001288847-21-000029,negative
FIVE9 INC,10-K,0001288847-22-000017,positive
FIVE9 INC,10-Q,0001288847-14-000005,negative
FIVE9 INC,10-Q,0001288847-14-000012,negative
FIVE9 INC,10-Q,0001288847-14-000019,positive
FIVE9 INC,10-Q,0001288847-15-000024,positive
FIVE9 INC,10-Q,0001288847-15-000034,positive
FIVE9 INC,10-Q,0001288847-15-000042,negative
FIVE9 INC,10-Q,0001288847-16-000069,positive
FIVE9 INC,10-Q,0001288847-16-000092,negative
FIVE9 INC,10-Q,0001288847-16-000140,positive
FIVE9 INC,10-Q,0001288847-17-000072,positive
FIVE9 INC,10-Q,0001288847-17-000107,positive
FIVE9 INC,10-Q,0001288847-17-000133,positive
FIVE9 INC,10-Q,0001288847-18-000068,negative
FIVE9 INC,10-Q,0001288847-18-000129,negative
FIVE9 INC,10-Q,0001288847-18-000162,positive
FIVE9 INC,10-Q,0001288847-19-000065,positive
FIVE9 INC,10-Q,0001288847-19-000106,negative
FIVE9 INC,10-Q,0001288847-19-000134,positive
FIVE9 INC,10-Q,0001288847-20-000065,negative
FIVE9 INC,10-Q,0001288847-20-000125,positive
FIVE9 INC,10-Q,0001288847-20-000155,negative
FIVE9 INC,10-Q,0001288847-21-000069,positive
FIVE9 INC,10-Q,0001288847-21-000110,positive
FIVE9 INC,10-Q,0001288847-21-000139,positive
FIVE9 INC,8-K,0001193125-14-138642,negative
FIVE9 INC,8-K,0001193125-14-197042,negative
FIVE9 INC,8-K,0001193125-21-217962,positive
FIVE9 INC,8-K,0001193125-21-289272,positive
FIVE9 INC,8-K,0001288847-14-000010,positive
FIVE9 INC,8-K,0001288847-14-000017,negative
FIVE9 INC,8-K,0001288847-14-000022,positive
FIVE9 INC,8-K,0001288847-15-000003,positive
FIVE9 INC,8-K,0001288847-15-000006,positive
FIVE9 INC,8-K,0001288847-15-000008,positive
FIVE9 INC,8-K,0001288847-15-000021,positive
FIVE9 INC,8-K,0001288847-15-000028,negative
FIVE9 INC,8-K,0001288847-15-000031,negative
FIVE9 INC,8-K,0001288847-15-000036,positive
FIVE9 INC,8-K,0001288847-15-000040,negative
FIVE9 INC,8-K,0001288847-16-000045,positive
FIVE9 INC,8-K,0001288847-16-000049,negative
FIVE9 INC,8-K,0001288847-16-000068,negative
FIVE9 INC,8-K,0001288847-16-000071,negative
FIVE9 INC,8-K,0001288847-16-000074,negative
FIVE9 INC,8-K,0001288847-16-000088,positive
FIVE9 INC,8-K,0001288847-16-000089,negative
FIVE9 INC,8-K,0001288847-16-000138,negative
FIVE9 INC,8-K,0001288847-16-000146,negative
FIVE9 INC,8-K,0001288847-17-000011,positive
FIVE9 INC,8-K,0001288847-17-000016,positive
FIVE9 INC,8-K,0001288847-17-000043,negative
FIVE9 INC,8-K,0001288847-17-000070,negative
FIVE9 INC,8-K,0001288847-17-000074,negative
FIVE9 INC,8-K,0001288847-17-000106,positive
FIVE9 INC,8-K,0001288847-17-000131,positive
FIVE9 INC,8-K,0001288847-17-000132,negative
FIVE9 INC,8-K,0001288847-18-000007,negative
FIVE9 INC,8-K,0001288847-18-000015,positive
FIVE9 INC,8-K,0001288847-18-000045,negative
FIVE9 INC,8-K,0001288847-18-000066,positive
FIVE9 INC,8-K,0001288847-18-000067,positive
FIVE9 INC,8-K,0001288847-18-000072,negative
FIVE9 INC,8-K,0001288847-18-000079,negative
FIVE9 INC,8-K,0001288847-18-000094,positive
FIVE9 INC,8-K,0001288847-18-000108,negative
FIVE9 INC,8-K,0001288847-18-000110,negative
FIVE9 INC,8-K,0001288847-18-000121,positive
FIVE9 INC,8-K,0001288847-18-000127,negative
FIVE9 INC,8-K,0001288847-18-000159,negative
FIVE9 INC,8-K,0001288847-19-000011,negative
FIVE9 INC,8-K,0001288847-19-000014,positive
FIVE9 INC,8-K,0001288847-19-000048,negative
FIVE9 INC,8-K,0001288847-19-000063,positive
FIVE9 INC,8-K,0001288847-19-000075,negative
FIVE9 INC,8-K,0001288847-19-000105,negative
FIVE9 INC,8-K,0001288847-19-000133,negative
FIVE9 INC,8-K,0001288847-20-000009,positive
FIVE9 INC,8-K,0001288847-20-000013,negative
FIVE9 INC,8-K,0001288847-20-000052,positive
FIVE9 INC,8-K,0001288847-20-000063,negative
FIVE9 INC,8-K,0001288847-20-000074,positive
FIVE9 INC,8-K,0001288847-20-000086,negative
FIVE9 INC,8-K,0001288847-20-000090,negative
FIVE9 INC,8-K,0001288847-20-000121,negative
FIVE9 INC,8-K,0001288847-20-000123,negative
FIVE9 INC,8-K,0001288847-20-000154,positive
FIVE9 INC,8-K,0001288847-21-000003,negative
FIVE9 INC,8-K,0001288847-21-000012,negative
FIVE9 INC,8-K,0001288847-21-000019,negative
FIVE9 INC,8-K,0001288847-21-000066,positive
FIVE9 INC,8-K,0001288847-21-000074,negative
FIVE9 INC,8-K,0001288847-21-000098,positive
FIVE9 INC,8-K,0001288847-21-000108,positive
FIVE9 INC,8-K,0001288847-21-000137,positive
FIVE9 INC,8-K,0001288847-22-000005,negative
FIVE9 INC,8-K,0001288847-22-000008,positive
FIVE9 INC,8-K,0001628280-19-014279,negative
FORTINET INC,10-K,0001193125-10-048351,positive
FORTINET INC,10-K,0001262039-11-000007,negative
FORTINET INC,10-K,0001262039-12-000013,negative
FORTINET INC,10-K,0001262039-13-000009,negative
FORTINET INC,10-K,0001262039-14-000007,positive
FORTINET INC,10-K,0001262039-15-000009,negative
FORTINET INC,10-K,0001262039-16-000053,negative
FORTINET INC,10-K,0001262039-17-000008,positive
FORTINET INC,10-K,0001262039-18-000009,negative
FORTINET INC,10-K,0001262039-19-000006,negative
FORTINET INC,10-K,0001262039-20-000011,positive
FORTINET INC,10-K,0001262039-21-000008,negative
FORTINET INC,10-K,0001262039-22-000008,negative
FORTINET INC,10-Q,0001193125-10-119089,negative
FORTINET INC,10-Q,0001193125-10-181346,positive
FORTINET INC,10-Q,0001262039-10-000003,positive
FORTINET INC,10-Q,0001262039-11-000010,negative
FORTINET INC,10-Q,0001262039-11-000031,negative
FORTINET INC,10-Q,0001262039-11-000039,negative
FORTINET INC,10-Q,0001262039-12-000032,positive
FORTINET INC,10-Q,0001262039-12-000041,positive
FORTINET INC,10-Q,0001262039-12-000051,negative
FORTINET INC,10-Q,0001262039-13-000027,positive
FORTINET INC,10-Q,0001262039-13-000044,negative
FORTINET INC,10-Q,0001262039-13-000055,negative
FORTINET INC,10-Q,0001262039-14-000025,negative
FORTINET INC,10-Q,0001262039-14-000033,positive
FORTINET INC,10-Q,0001262039-14-000039,negative
FORTINET INC,10-Q,0001262039-15-000016,positive
FORTINET INC,10-Q,0001262039-15-000024,negative
FORTINET INC,10-Q,0001262039-15-000048,positive
FORTINET INC,10-Q,0001262039-16-000064,positive
FORTINET INC,10-Q,0001262039-16-000079,positive
FORTINET INC,10-Q,0001262039-16-000087,negative
FORTINET INC,10-Q,0001262039-17-000017,positive
FORTINET INC,10-Q,0001262039-17-000027,negative
FORTINET INC,10-Q,0001262039-17-000034,positive
FORTINET INC,10-Q,0001262039-18-000019,positive
FORTINET INC,10-Q,0001262039-18-000029,positive
FORTINET INC,10-Q,0001262039-18-000040,positive
FORTINET INC,10-Q,0001262039-19-000014,negative
FORTINET INC,10-Q,0001262039-19-000023,positive
FORTINET INC,10-Q,0001262039-19-000033,positive
FORTINET INC,10-Q,0001262039-20-000032,negative
FORTINET INC,10-Q,0001262039-20-000053,negative
FORTINET INC,10-Q,0001262039-20-000067,positive
FORTINET INC,10-Q,0001262039-21-000014,negative
FORTINET INC,10-Q,0001262039-21-000022,negative
FORTINET INC,10-Q,0001262039-21-000030,negative
FORTINET INC,8-K,0001104659-21-056360,negative
FORTINET INC,8-K,0001193125-10-013031,positive
FORTINET INC,8-K,0001193125-10-014292,negative
FORTINET INC,8-K,0001193125-10-024614,negative
FORTINET INC,8-K,0001193125-10-096698,negative
FORTINET INC,8-K,0001193125-10-146082,negative
FORTINET INC,8-K,0001193125-10-163844,negative
FORTINET INC,8-K,0001193125-10-203099,negative
FORTINET INC,8-K,0001193125-10-233676,negative
FORTINET INC,8-K,0001193125-11-013914,negative
FORTINET INC,8-K,0001193125-11-111938,positive
FORTINET INC,8-K,0001193125-11-174474,negative
FORTINET INC,8-K,0001193125-12-275869,negative
FORTINET INC,8-K,0001193125-15-228428,positive
FORTINET INC,8-K,0001193125-15-229099,positive
FORTINET INC,8-K,0001193125-15-248065,positive
FORTINET INC,8-K,0001193125-16-614788,negative
FORTINET INC,8-K,0001193125-21-057281,negative
FORTINET INC,8-K,0001193125-21-071498,positive
FORTINET INC,8-K,0001262039-11-000014,negative
FORTINET INC,8-K,0001262039-11-000036,negative
FORTINET INC,8-K,0001262039-12-000003,negative
FORTINET INC,8-K,0001262039-12-000006,positive
FORTINET INC,8-K,0001262039-12-000025,positive
FORTINET INC,8-K,0001262039-12-000029,positive
FORTINET INC,8-K,0001262039-12-000034,positive
FORTINET INC,8-K,0001262039-12-000038,negative
FORTINET INC,8-K,0001262039-12-000043,positive
FORTINET INC,8-K,0001262039-12-000045,negative
FORTINET INC,8-K,0001262039-12-000048,negative
FORTINET INC,8-K,0001262039-13-000002,negative
FORTINET INC,8-K,0001262039-13-000005,negative
FORTINET INC,8-K,0001262039-13-000013,negative
FORTINET INC,8-K,0001262039-13-000016,negative
FORTINET INC,8-K,0001262039-13-000020,positive
FORTINET INC,8-K,0001262039-13-000023,positive
FORTINET INC,8-K,0001262039-13-000030,negative
FORTINET INC,8-K,0001262039-13-000039,negative
FORTINET INC,8-K,0001262039-13-000051,positive
FORTINET INC,8-K,0001262039-13-000057,positive
FORTINET INC,8-K,0001262039-13-000061,negative
FORTINET INC,8-K,0001262039-14-000004,negative
FORTINET INC,8-K,0001262039-14-000018,positive
FORTINET INC,8-K,0001262039-14-000021,negative
FORTINET INC,8-K,0001262039-14-000027,negative
FORTINET INC,8-K,0001262039-14-000030,positive
FORTINET INC,8-K,0001262039-14-000036,positive
FORTINET INC,8-K,0001262039-15-000005,negative
FORTINET INC,8-K,0001262039-15-000014,negative
FORTINET INC,8-K,0001262039-15-000019,positive
FORTINET INC,8-K,0001262039-15-000021,positive
FORTINET INC,8-K,0001262039-15-000027,positive
FORTINET INC,8-K,0001262039-15-000034,negative
FORTINET INC,8-K,0001262039-15-000039,negative
FORTINET INC,8-K,0001262039-15-000045,positive
FORTINET INC,8-K,0001262039-16-000051,negative
FORTINET INC,8-K,0001262039-16-000061,positive
FORTINET INC,8-K,0001262039-16-000068,positive
FORTINET INC,8-K,0001262039-16-000073,positive
FORTINET INC,8-K,0001262039-16-000076,negative
FORTINET INC,8-K,0001262039-16-000082,positive
FORTINET INC,8-K,0001262039-16-000085,positive
FORTINET INC,8-K,0001262039-17-000003,positive
FORTINET INC,8-K,0001262039-17-000013,negative
FORTINET INC,8-K,0001262039-17-000019,negative
FORTINET INC,8-K,0001262039-17-000023,negative
FORTINET INC,8-K,0001262039-17-000025,negative
FORTINET INC,8-K,0001262039-17-000031,positive
FORTINET INC,8-K,0001262039-18-000004,positive
FORTINET INC,8-K,0001262039-18-000017,positive
FORTINET INC,8-K,0001262039-18-000021,positive
FORTINET INC,8-K,0001262039-18-000023,positive
FORTINET INC,8-K,0001262039-18-000025,positive
FORTINET INC,8-K,0001262039-18-000035,negative
FORTINET INC,8-K,0001262039-18-000037,negative
FORTINET INC,8-K,0001262039-19-000002,negative
FORTINET INC,8-K,0001262039-19-000010,positive
FORTINET INC,8-K,0001262039-19-000018,positive
FORTINET INC,8-K,0001262039-19-000021,positive
FORTINET INC,8-K,0001262039-19-000025,negative
FORTINET INC,8-K,0001262039-19-000027,positive
FORTINET INC,8-K,0001262039-19-000032,positive
FORTINET INC,8-K,0001262039-19-000038,positive
FORTINET INC,8-K,0001262039-20-000004,negative
FORTINET INC,8-K,0001262039-20-000015,positive
FORTINET INC,8-K,0001262039-20-000025,negative
FORTINET INC,8-K,0001262039-20-000029,positive
FORTINET INC,8-K,0001262039-20-000038,negative
FORTINET INC,8-K,0001262039-20-000044,negative
FORTINET INC,8-K,0001262039-20-000051,negative
FORTINET INC,8-K,0001262039-20-000056,positive
FORTINET INC,8-K,0001262039-20-000063,negative
FORTINET INC,8-K,0001262039-20-000070,positive
FORTINET INC,8-K,0001262039-21-000005,negative
FORTINET INC,8-K,0001262039-21-000011,negative
FORTINET INC,8-K,0001262039-21-000016,negative
FORTINET INC,8-K,0001262039-21-000019,positive
FORTINET INC,8-K,0001262039-21-000024,positive
FORTINET INC,8-K,0001262039-21-000027,negative
FORTINET INC,8-K,0001262039-22-000005,negative
FORTINET INC,8-K,0001445305-13-002993,negative
FRIENDFINDER NETWORKS INC,10-K,0001398432-12-000273,negative
FRIENDFINDER NETWORKS INC,10-K,0001398432-13-000211,positive
FRIENDFINDER NETWORKS INC,10-Q,0001398432-11-000527,negative
FRIENDFINDER NETWORKS INC,10-Q,0001398432-11-000674,positive
FRIENDFINDER NETWORKS INC,10-Q,0001398432-11-000883,negative
FRIENDFINDER NETWORKS INC,10-Q,0001398432-12-000615,negative
FRIENDFINDER NETWORKS INC,10-Q,0001398432-13-000593,negative
FRIENDFINDER NETWORKS INC,10-Q,0001437749-12-011733,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-11-000525,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-11-000678,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-11-000712,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-11-000713,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-11-000891,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-11-000930,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000039,negative
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000076,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000162,positive
FRIENDFINDER NETWORKS INC,8-K,0001398432-12-000271,positive
