Company,cik_number,sic,AU,Number_of_new_accounts,Sales Cycle,qualified-leads,Percentage Conversion,CAC,Penetration rate,Net Promoter Score,Revenue rate,churn rate,Growth revenue rate,arpa,acv,ltv,CAC Payback,LTV/CAC,sentiment
PALO ALTO NETWORKS INC,0001327567,22-000008,287,11,103,16.37576893,64.79304289,323.6920077,32.2444677,46,35.65611822,4.063744872,15.0395663,21.80913147,16127.31887,289.0827641,7,0.893079709,negative
PARETEUM CORP,0001104659,21-035333,211,13,70,16.78548123,2.517297369,365.8650846,70.77622702,-3,27.09357902,6.251351069,42.96253833,47.01471558,21642.02207,390.0862968,7,1.066202579,negative
PARETEUM CORP,0001144204,17-017344,194,10,79,13.1555352,72.42006711,420.8871225,63.83563066,40,36.12246782,4.116451392,32.61165732,37.61510586,28990.22008,598.2956716,8,1.421510993,positive
PARETEUM CORP,0001144204,18-018243,208,15,64,14.35883017,71.11165426,428.5452699,90.3961483,5,27.509752,6.58377122,30.74213268,32.38710825,12385.48535,340.7568455,9,0.79514784,positive
PARETEUM CORP,0001144204,19-014694,250,12,60,15.05465868,87.78246765,371.9951678,59.04668117,6,38.04650815,5.276446822,41.89775882,36.87332088,15665.67095,373.1443368,6,1.003089204,positive
PARETEUM CORP,0001628280,21-012457,231,11,61,20.56728957,58.81906906,374.1495757,72.8993757,16,26.84766319,3.260226222,43.43559313,47.75403079,18521.84302,1023.016899,12,2.734245782,positive
PARETEUM CORP,0001144204,16-134360,261,11,77,27.50007607,52.37551491,366.860797,88.97855636,-7,34.23433708,4.529015071,24.9878455,38.33911887,13679.67095,530.8083357,8,1.446893045,positive
PARETEUM CORP,0001144204,17-027645,234,10,101,14.20137065,32.03047358,301.2522454,34.57757118,-4,36.10281974,5.724988025,26.22989681,37.50581508,17560.88604,343.8108261,7,1.141272244,positive
PARETEUM CORP,0001144204,17-043067,200,10,63,19.74859888,65.84328213,412.9856319,35.22138307,-1,32.29134185,6.149973994,33.8517786,28.19603893,24162.42598,228.417154,10,0.553087411,negative
PARETEUM CORP,0001144204,17-058927,162,14,93,10.76895907,45.73625892,427.8472606,31.38309998,48,36.86026457,4.616543453,37.69070583,37.84349074,13630.93354,501.7657399,10,1.172768383,positive
PARETEUM CORP,0001144204,18-027711,169,13,107,19.72724873,77.65137261,303.6173281,46.3083088,44,39.93234639,4.644973349,40.28233459,25.48654665,27220.15951,360.8162064,6,1.18839135,negative
PARETEUM CORP,0001144204,18-044040,169,15,91,14.96943274,78.23184949,430.8521728,52.9351969,43,31.93421387,3.729380556,43.13880372,22.25545355,20817.06593,269.7777902,6,0.626149309,negative
PARETEUM CORP,0001144204,18-060001,285,12,103,29.36536878,14.34156574,353.1074149,13.73632546,-17,17.83822357,4.763539721,30.25475442,48.00316713,14640.3727,498.6742044,7,1.412245066,positive
PARETEUM CORP,0001144204,19-025361,263,13,65,28.1102554,85.92873164,400.3218411,62.38744407,-20,26.18779016,5.323666947,38.95407631,28.04149317,19153.74422,277.6752367,10,0.693629995,negative
PARETEUM CORP,0001144204,19-038943,173,13,90,17.2985242,64.56341837,309.8502507,74.22823775,36,29.57766642,4.216879309,44.49868606,32.42379794,20857.91128,333.1258167,8,1.075118758,negative
PARETEUM CORP,0001628280,21-013673,213,11,91,13.79709893,62.76940976,414.1437886,26.8618616,21,17.82252802,3.38607023,41.76167972,29.71222216,23391.16987,385.5566549,11,0.930972927,negative
PARETEUM CORP,0001628280,21-014268,275,10,73,16.44548818,86.72762662,386.768535,42.44971982,46,39.97808604,5.871832856,17.58721172,44.56455389,29946.79037,358.5574907,11,0.927059619,negative
PARETEUM CORP,0001628280,21-014697,296,13,96,29.37554799,55.29705651,323.5391978,24.28603615,48,41.31608556,6.323753005,36.94437059,49.40258249,17116.65839,347.2011816,10,1.073134829,negative
PARETEUM CORP,0001628280,21-016441,185,10,70,18.79722399,44.88584825,420.3641439,56.99298278,43,32.40226649,3.844790915,28.97368465,24.06818628,16250.94271,372.0405415,4,0.885043472,positive
PARETEUM CORP,0001628280,21-017682,226,15,94,16.20834057,69.12778929,424.1213232,24.15017032,5,40.77934369,4.430706805,38.41100227,42.68118377,20591.55156,427.1596638,9,1.007163848,negative
PARK CITY GROUP INC,0001415889,09-000251,232,15,78,13.341557,49.10149491,301.5425021,19.90122293,20,31.02922133,5.529556061,23.99548211,40.05503063,10785.34303,439.7337762,8,1.458281248,negative
PARK CITY GROUP INC,0001415889,10-000365,307,14,72,23.66592117,36.28213024,316.7941915,79.39010572,45,44.72566857,5.647189577,18.81306408,37.81042957,17150.14019,338.5671708,5,1.068729099,negative
PARK CITY GROUP INC,0001415889,11-000987,189,11,68,19.23116637,87.75734416,432.7901733,40.29503733,10,32.44336371,6.302119998,31.92193508,30.65221656,11876.44435,306.3968046,9,0.707956935,negative
PARK CITY GROUP INC,0001415889,12-001403,294,14,61,25.75193222,46.91915928,370.3034344,63.21187664,18,39.25463944,5.324213413,29.38036433,22.27415433,12106.74689,215.6122394,4,0.582258276,negative
PARK CITY GROUP INC,0001415889,13-001875,281,11,84,25.73143948,87.74471135,391.7228383,94.84399231,37,15.18762224,6.390861091,24.652069,23.53204767,27069.64551,234.440342,9,0.598485253,positive
PARK CITY GROUP INC,0001415889,14-002780,314,11,63,19.79413278,64.97233849,439.0420048,81.92286279,19,35.88975947,4.953475476,15.26642417,49.00599711,25086.78225,455.5714046,8,1.037648789,negative
PARK CITY GROUP INC,0001415889,15-003051,306,15,60,27.54748386,72.36247653,444.7599392,68.11272296,22,44.06924506,3.022006298,17.01241422,41.21869096,25448.18266,822.0686887,7,1.848342479,negative
PARK CITY GROUP INC,0001415889,16-007070,188,12,88,14.08983053,70.10912472,428.4902997,38.54818192,41,33.21597447,6.220465855,41.71145715,49.94904635,11400.78526,321.6407623,10,0.750637208,negative
PARK CITY GROUP INC,0001654954,17-008440,297,12,88,26.60306444,56.90319566,369.3299679,68.96027944,43,38.19701126,4.822725568,39.33428826,40.34941778,13163.63898,408.2882496,8,1.105483673,positive
PARK CITY GROUP INC,0001654954,18-010155,263,12,79,28.29533616,63.07258029,447.5599434,75.64026684,-3,24.09883059,4.053414449,34.16240447,37.88769711,20273.82487,647.9666276,7,1.447776185,positive
PARK CITY GROUP INC,0001654954,19-010672,220,12,84,22.653999,58.17130266,307.2798501,65.44263545,27,35.15604399,5.92838257,15.09627389,48.57402171,12778.6111,542.6748922,5,1.766060782,positive
PARK CITY GROUP INC,0001654954,20-010541,284,10,105,28.4022789,78.71938353,424.2127665,65.694753,3,35.27580753,5.893686448,41.06655799,24.86651291,26125.5076,271.1043341,5,0.639076321,negative
PARK CITY GROUP INC,0001654954,21-010502,269,11,93,24.81028545,32.17635576,310.3389833,74.59639667,33,36.88760433,4.469135486,39.30346721,37.56925718,15493.03527,576.4338439,7,1.85743292,negative
PARK CITY GROUP INC,0001415889,08-000092,294,10,95,23.02628749,17.86392001,349.7186816,91.58435748,41,35.11870989,4.97068286,42.46689911,28.98576951,29803.06836,248.1202819,12,0.709485352,negative
PARK CITY GROUP INC,0001415889,09-000045,163,11,68,13.67651949,26.83942251,379.0262716,35.42825866,5,16.97599934,4.739183514,22.02282089,45.97912764,12439.00205,490.1931832,11,1.293296059,negative
PARK CITY GROUP INC,0001415889,09-000139,161,10,88,12.57170041,34.38161228,441.9210774,22.74656723,28,41.74058118,3.260027645,32.11562174,23.5327647,14521.15022,394.6221976,4,0.892969849,negative
PARK CITY GROUP INC,0001415889,09-000280,165,14,94,13.00973748,51.15172955,311.7752179,11.50808355,48,28.04262171,3.777031986,36.67928316,20.49649504,21832.09758,308.4859254,7,0.989449795,positive
PARK CITY GROUP INC,0001415889,10-000030,295,12,106,27.06403048,47.35792273,313.184858,78.06405416,50,28.37036958,6.142023885,36.64334429,39.79962868,20433.11437,440.4531521,4,1.406367967,positive
PARK CITY GROUP INC,0001415889,10-000102,185,14,102,20.649295,50.68396158,349.3114839,17.1079959,44,24.97253838,4.933427913,24.56933089,42.86615279,28677.0614,569.3306548,7,1.629865267,negative
PARK CITY GROUP INC,0001415889,10-000403,277,15,98,23.86700719,19.94696884,349.4475183,6.78119279,9,20.19043967,4.599925473,25.90101074,30.13484356,26991.35036,411.6541056,5,1.178014105,positive
PARK CITY GROUP INC,0001415889,11-000051,286,11,79,16.11235882,3.712385879,392.5037237,91.80142462,41,42.84874637,4.076974111,24.7383625,20.77177937,28118.6747,272.6622375,5,0.694674269,negative
PARK CITY GROUP INC,0001415889,11-000298,233,14,104,24.62366602,42.8766312,439.5296915,41.62043802,-11,20.11451827,6.696390841,18.1559287,34.33926733,21956.22851,264.3339294,4,0.601401759,negative
PARK CITY GROUP INC,0001415889,11-001283,298,13,107,23.97312315,88.57189614,442.3656134,58.49618286,46,41.65918862,3.232097617,43.10971584,38.2506063,24900.95295,738.3292969,10,1.669047671,negative
PARK CITY GROUP INC,0001415889,12-000245,259,10,82,20.37592765,84.63496455,353.4327144,59.14668354,39,31.493492,4.245313706,39.71160269,28.73121448,28074.75558,369.2087333,11,1.044636555,positive
PARK CITY GROUP INC,0001415889,12-001627,235,10,104,20.80236749,41.55020202,447.595221,68.06484847,-3,23.97251069,5.481420177,40.28268855,38.33832634,16269.98105,433.3568126,9,0.968189096,positive
PARK CITY GROUP INC,0001415889,13-000257,226,11,82,22.21030825,46.70089166,436.8891893,70.32107946,-9,33.11282354,6.818241093,43.23395356,47.14248576,23753.97019,402.965637,8,0.922352045,negative
PARK CITY GROUP INC,0001415889,13-000903,171,12,61,18.1800868,72.37271236,355.5642799,6.022886947,1,25.00273916,4.91925327,26.95578468,34.60543094,16124.95297,310.7721311,5,0.874025173,negative
PARK CITY GROUP INC,0001415889,13-002285,282,14,67,29.77477488,79.80952061,316.2229246,43.48882438,16,32.94917263,4.03651298,18.51174184,20.35506546,25294.25829,258.5859402,11,0.817733061,negative
PARK CITY GROUP INC,0001415889,14-000552,186,10,69,17.17186581,71.61655045,347.4977401,7.178522651,20,19.58257706,3.813415329,21.20509253,23.25715316,19028.104,386.5172729,7,1.112287156,negative
PARK CITY GROUP INC,0001415889,14-001416,308,15,66,32.97559209,71.6204204,409.0103576,25.71488123,-2,20.36302068,5.679898678,20.48771915,28.87678909,13492.65072,204.9260241,10,0.501028936,positive
PARK CITY GROUP INC,0001415889,14-003352,218,12,108,21.96347979,37.45964732,414.345083,59.29097734,-18,33.41743313,4.462555646,41.72631167,48.45188703,15723.80635,597.4898172,10,1.442010154,positive
PARK CITY GROUP INC,0001415889,15-000431,276,11,87,26.98254971,60.02206035,335.105223,12.71695349,-3,39.51764274,5.523589255,17.68684341,48.77149391,10262.69013,395.7383513,7,1.18093758,negative
PARK CITY GROUP INC,0001415889,15-001569,186,12,80,17.07553081,73.91478091,385.9306801,34.6040158,-8,28.79849929,3.599603511,35.44399749,48.17533122,27726.00056,739.7059547,10,1.916680878,negative
PARK CITY GROUP INC,0001415889,15-003631,183,14,69,14.17504967,38.24560862,345.2865887,49.45220176,5,24.28884265,6.2019767,24.39866426,43.98002204,12816.05387,342.6636159,9,0.992403491,negative
PARK CITY GROUP INC,0001415889,16-004676,209,14,103,13.8062887,82.08228804,442.1451391,5.588273241,20,32.67335766,3.378836731,33.3501426,49.96293822,24436.40978,793.0268424,7,1.793589417,negative
PARK CITY GROUP INC,0001415889,16-005782,205,14,73,12.61819525,65.27493099,374.3818148,55.8904914,43,28.63891512,5.967369108,37.72678086,23.32502453,18840.56612,197.5527741,11,0.52767727,negative
PARK CITY GROUP INC,0001415889,17-000738,281,14,105,15.70385853,22.32278004,317.2291126,57.8113176,45,21.81265949,3.690157548,34.23153528,47.59295106,29529.07332,851.7920249,6,2.685100425,positive
PARK CITY GROUP INC,0001654954,16-003583,265,14,81,21.02609209,60.30223916,324.8847532,19.71516305,26,28.00138424,6.082570377,43.08857858,30.93856802,12658.47567,319.2271974,9,0.982585961,positive
PARK CITY GROUP INC,0001654954,17-000770,159,14,78,13.11660454,60.71989615,444.6296479,57.2866338,20,36.23402302,5.295680797,35.26983688,27.21994093,13401.01391,321.2758425,9,0.722569545,negative
PARK CITY GROUP INC,0001654954,17-010310,279,11,96,20.63593532,1.692156467,331.9052206,88.74415724,-9,18.05822571,6.918352827,24.77889003,24.33413606,12061.23363,153.7945917,9,0.463369005,negative
PARK CITY GROUP INC,0001654954,18-001239,222,11,88,22.48930276,12.98443881,361.6027929,23.60721115,42,23.69326092,5.931676777,26.4542203,30.83834642,28885.96425,245.8574672,8,0.679910311,positive
PARK CITY GROUP INC,0001654954,18-005056,216,15,85,17.72732624,5.213717776,391.0949386,86.59111696,27,44.91471081,4.993496054,42.38865736,44.21755687,12730.26298,466.2235509,5,1.192098145,positive
PARK CITY GROUP INC,0001654954,18-012235,252,11,62,25.19626157,33.15431201,374.2247191,53.14964985,18,20.48414437,5.292362271,38.39618137,44.84580455,19101.68636,347.9911734,9,0.92989895,negative
PARK CITY GROUP INC,0001654954,19-001189,266,13,61,15.60421079,20.33234113,428.3222506,58.74101213,5,24.2641258,6.490972488,43.38304944,32.92040119,16843.49379,216.9838849,11,0.506590271,positive
PARK CITY GROUP INC,0001654954,19-005581,242,13,74,14.26262712,59.12706791,316.158007,86.98659486,45,41.48735519,5.824706031,44.57783815,22.00562811,28104.85122,172.3672932,5,0.545193509,positive
PARK CITY GROUP INC,0001654954,19-012494,298,14,89,30.4172002,27.86519527,407.6494218,80.43674256,2,39.90408042,3.64819387,42.07534077,23.90012691,13308.82321,339.3820487,4,0.83253411,positive
PARK CITY GROUP INC,0001654954,20-001285,219,12,97,19.10486603,19.21614221,406.1606733,55.041025,4,39.92333104,5.562534241,18.507929,34.53201071,26951.74702,367.8868746,7,0.905766852,positive
PARK CITY GROUP INC,0001654954,20-005174,197,14,66,13.40782509,27.98066178,386.5945851,84.84853237,24,29.49003427,6.712531935,28.20767352,24.03171996,15297.42713,195.9556179,9,0.506876261,negative
PARK CITY GROUP INC,0001654954,20-012517,251,14,61,14.15705714,22.14313167,410.1600762,64.66221753,43,17.61390118,5.076937468,30.3844431,22.84272374,11507.63004,241.0059822,11,0.587590056,negative
PARK CITY GROUP INC,0001654954,21-001744,253,10,81,17.69856612,64.59395028,444.3199833,71.76877837,23,37.46707248,3.012008066,16.60440512,43.45762642,14715.48279,744.9899486,7,1.676696922,negative
PARK CITY GROUP INC,0001654954,21-005915,254,13,75,22.20909638,90.29748183,383.4035737,34.53567904,8,18.43653691,5.801667245,33.30059175,36.32705385,29008.33394,379.8891005,7,0.990833489,positive
PARK CITY GROUP INC,0001851734,21-000093,277,10,95,27.48775026,28.82566415,358.7261486,22.89551971,35,27.4022759,3.673785801,32.19642296,26.19071167,27853.46915,382.5977164,9,1.06654538,negative
PARK CITY GROUP INC,0001851734,22-000096,188,14,78,11.12085614,18.8219575,328.2902944,12.22057667,27,44.86079522,4.335887867,21.22729454,30.6410468,23324.97147,418.1563089,7,1.27373948,negative
PAYBOX CORP,0001654954,17-002714,254,15,79,16.00562952,35.76154612,421.7432375,21.97005143,43,44.87091633,3.527148946,36.96388181,38.62258881,16744.81843,496.6750811,7,1.177671713,positive
PAYBOX CORP,0001654954,16-003753,256,12,61,19.50685858,1.679454568,304.3805016,27.75392074,35,34.00974015,4.669713374,20.44811361,31.24632236,29409.14623,435.2496407,5,1.429952439,negative
PAYCHEX INC,0000723531,00-000020,280,15,75,19.61111298,10.96573718,438.9755473,16.71056412,-9,19.93583381,4.442890451,27.15879625,41.98110187,12016.83939,473.2895294,8,1.078168323,negative
PAYCHEX INC,0000723531,01-500014,229,12,83,16.29447527,69.6328828,389.8777599,83.8251477,-10,31.47862407,5.567741098,28.59012471,46.15784244,25168.11189,532.4989443,7,1.365810003,negative
PAYCHEX INC,0000723531,13-000021,194,13,77,17.51398425,29.02914957,357.6719222,91.51282038,45,22.74983736,3.116787583,23.23883797,25.19795499,28103.29994,545.923789,11,1.526325538,negative
PAYCHEX INC,0000723531,14-000014,165,11,77,15.81672223,13.31841667,302.6716912,57.69715996,19,17.42418227,5.61220467,38.41176572,33.7453692,26527.92048,296.0169976,12,0.978013492,negative
PAYCHEX INC,0000723531,15-000011,199,12,96,11.4467121,32.87517371,337.5041897,85.74187262,31,42.66799583,5.269162381,38.92595805,33.70356481,28699.1393,300.7193066,12,0.891009107,negative
PAYCHEX INC,0000723531,16-000046,318,15,78,21.33199735,0.265916803,324.660724,9.528843212,31,41.67664349,4.133579939,29.38798171,47.62000708,10261.81949,670.9877162,6,2.066735107,negative
PAYCHEX INC,0000723531,17-000023,227,15,101,24.31129575,24.41037968,401.5735712,30.23803382,4,26.72166681,6.00172165,35.16797317,43.28908802,20895.65957,412.217386,6,1.026505267,positive
PAYCHEX INC,0000723531,18-000026,285,10,105,26.9382028,18.63203696,395.5396017,24.30520357,39,16.51115705,6.140462736,27.93342936,43.73931968,20159.61108,455.8580859,4,1.152496701,negative
PAYCHEX INC,0000723531,19-000032,180,13,90,11.58149212,84.72671582,404.3627638,49.30821888,21,16.91613696,3.009510247,26.88985446,32.24866197,15187.67979,588.3131732,6,1.454914314,negative
PAYCHEX INC,0000723531,20-000048,278,14,62,24.26683858,29.45743489,412.1815276,34.34080476,33,17.89318617,3.497812064,15.37591443,33.39242068,28813.89724,409.5827191,8,0.99369499,negative
PAYCHEX INC,0000723531,21-000035,249,13,75,22.68551559,37.96416367,355.0796792,28.57485328,38,38.96711807,6.846755012,25.81086671,23.71493162,19646.88103,232.4973024,6,0.654775015,positive
PAYCHEX INC,0000950123,09-023519,243,11,69,18.53498552,91.53936446,348.2196705,78.89826079,20,19.7664149,3.677347734,22.19323191,24.26635801,16754.51344,355.0395888,12,1.019585104,negative
PAYCHEX INC,0000950123,10-066009,302,12,100,32.2420034,63.53808266,385.9686954,57.70910609,14,19.90613465,6.5651781,31.77251893,44.13506114,22416.86808,364.6579782,4,0.94478641,negative
PAYCHEX INC,0000950123,11-065947,264,13,105,19.87391417,77.8015898,317.7217193,30.52809506,39,28.37007511,6.474936508,17.37016624,48.37292192,28355.19504,384.1198703,5,1.208982097,positive
PAYCHEX INC,0000950152,02-005612,177,11,87,18.68170835,69.01238445,368.3521935,18.87078113,40,18.62109836,6.716184004,26.47380225,33.4325885,14313.96477,348.3190678,7,0.945614208,negative
PAYCHEX INC,0000950152,03-007265,175,10,69,14.61435039,68.55864993,384.054087,14.71660296,6,40.83857428,5.847980213,36.7797382,32.66366975,22105.91775,283.8788895,12,0.739163829,positive
PAYCHEX INC,0000950152,04-005452,178,13,65,15.65593614,79.3752551,380.1619934,10.78218217,49,37.46423742,4.345717184,36.20910712,37.26048246,10439.10113,368.2891961,12,0.96876911,negative
PAYCHEX INC,0000950152,05-006110,288,13,82,17.49607536,48.91773649,418.7506215,40.16036659,2,36.69643113,4.095408856,22.55971723,20.92860114,29215.33924,272.2310371,12,0.650103004,negative
PAYCHEX INC,0000950152,06-005992,259,12,94,18.18225088,60.75977125,332.9612119,19.04955407,-11,39.12932325,5.831981943,35.76452064,37.93507963,20704.97118,278.4348728,8,0.836238165,negative
PAYCHEX INC,0000950152,07-005944,262,12,106,22.55852276,37.62500403,408.3598061,8.516646579,33,34.46015315,6.57009766,28.9648284,37.23766975,13526.85253,350.0718813,5,0.857263316,negative
PAYCHEX INC,0000950152,08-005502,174,13,104,12.39793284,50.40494093,340.6083836,87.36899865,12,34.86442906,3.476718028,24.13724437,35.0178545,18528.3955,576.5905836,6,1.692825577,negative
PAYCHEX INC,0001193125,12-309041,261,11,70,27.39201492,43.29864418,412.5824648,44.20679726,12,35.42695584,5.790852361,30.1888484,39.42076044,14020.6387,441.6749735,6,1.070513197,positive
PAYCHEX INC,0000723531,00-000022,235,10,103,21.22076086,61.08230187,315.1635616,12.64829114,43,34.58132257,3.705904982,36.93305905,30.5519071,13822.30719,393.6326827,10,1.24897904,negative
PAYCHEX INC,0000723531,00-000027,248,10,88,15.64040819,2.880713249,304.475256,7.491543602,18,22.41845585,4.981314823,20.98232682,39.96763895,27022.59845,449.4255153,8,1.47606581,positive
PAYCHEX INC,0000723531,01-000003,266,13,88,24.87884598,21.9007035,394.6127713,79.47776576,18,40.42389402,5.301449407,38.566808,34.09423553,27195.54641,354.4736605,11,0.898282282,negative
PAYCHEX INC,0000723531,01-500020,180,11,65,16.99496728,31.89333115,374.1228395,29.11523675,25,30.2301855,6.183549592,34.55576151,24.69031658,21609.16027,263.3212689,7,0.70383639,positive
PAYCHEX INC,0000723531,01-500028,256,15,108,19.48097672,18.03577415,444.3119538,27.06486489,5,22.93461396,3.616817643,29.70815882,47.54521833,29550.35632,720.7219866,9,1.622108026,positive
PAYCHEX INC,0000723531,12-000011,247,10,68,21.24331518,20.9408906,301.0435206,89.06800368,47,23.53935046,5.537846143,43.23450698,36.43135541,15265.44216,325.8893638,10,1.082532397,positive
PAYCHEX INC,0000723531,13-000006,258,12,90,15.11256529,60.64672538,419.8424595,30.32074418,-11,44.45244018,3.262317661,32.54957051,24.51043276,24006.3529,426.4683197,8,1.015781777,negative
PAYCHEX INC,0000723531,13-000033,218,11,75,22.52126111,50.66259478,327.4721026,83.57867405,18,15.38184476,6.857025517,17.13103026,41.14026634,20111.93071,402.8836916,12,1.23028401,positive
PAYCHEX INC,0000723531,13-000043,182,10,87,16.62510542,61.62103022,404.8786364,55.41218212,1,32.62074469,3.376899528,28.69265093,23.82035703,20255.26133,414.8595341,5,1.024651579,negative
PAYCHEX INC,0000723531,14-000005,250,13,60,17.63050889,48.40763126,398.5307046,40.58479116,-8,35.32363086,6.658711488,26.49621227,26.45603386,10460.0768,243.6852544,8,0.611459171,negative
PAYCHEX INC,0000723531,14-000023,217,11,80,18.45671313,79.63064122,364.8475498,46.97878461,4,44.38095095,3.966690739,33.66911607,30.81225816,10365.33958,462.9265135,9,1.268821769,negative
PAYCHEX INC,0000723531,14-000031,258,10,83,22.02890553,11.19995828,380.3685152,52.18771295,39,42.46787391,5.622031963,16.75064944,33.19269188,17209.13574,319.2937022,11,0.839432523,positive
PAYCHEX INC,0000723531,15-000004,308,14,82,32.57065238,38.58866485,392.6663876,15.28250399,37,38.21109773,4.610561703,15.84270775,45.24043222,18067.02683,637.6793817,7,1.623972415,negative
PAYCHEX INC,0000723531,15-000015,272,11,106,18.28649753,73.36328471,432.3472991,18.67757302,39,22.98642151,6.252546864,37.67758603,20.45955175,13199.94779,163.9686957,5,0.379252273,negative
PAYCHEX INC,0000723531,15-000030,266,15,64,22.83871703,56.29769403,357.314854,90.4539976,46,16.95197913,3.335392073,16.39717757,32.33050372,12173.69592,581.4171041,4,1.627184254,positive
PAYCHEX INC,0000723531,16-000034,294,15,75,19.02788565,7.568241552,416.2288966,25.03702823,30,44.28105028,3.231688034,25.79647624,20.44524663,17124.15497,254.6488183,11,0.61179995,negative
PAYCHEX INC,0000723531,16-000053,277,14,74,17.37270315,51.69089668,339.9800351,88.8137319,45,31.59303176,4.481032871,42.02995591,26.04532013,10600.08738,244.1386542,11,0.718097032,positive
PAYCHEX INC,0000723531,16-000061,159,15,100,13.12303749,46.99941877,360.1076279,57.81457784,-5,18.81950347,3.870331171,43.33900626,46.29635537,27156.13376,783.2279921,4,2.174983065,negative
PAYCHEX INC,0000723531,17-000010,187,11,63,16.06884331,15.45270631,334.6305458,6.07454165,37,40.99866003,4.040655117,18.65495763,48.40228955,15901.13442,757.3621173,9,2.263278493,negative
PAYCHEX INC,0000723531,17-000038,227,15,92,15.58330657,86.53876828,326.0627764,30.34253261,1,44.73743147,5.73474889,39.39189446,25.34428844,25921.21221,269.625467,8,0.82691275,positive
PAYCHEX INC,0000723531,17-000059,201,13,86,12.5524175,40.68383547,432.4428103,67.01396171,20,43.13447884,4.148793427,41.55913693,41.58229498,27115.15999,561.6490344,6,1.298782223,negative
PAYCHEX INC,0000723531,18-000009,305,11,77,18.45516734,24.47952112,355.2158577,14.38619908,13,19.08178058,6.646823232,34.97490936,26.49612393,17745.29593,270.192974,6,0.760644459,positive
PAYCHEX INC,0000723531,18-000034,312,12,69,17.06646785,83.29500279,418.7499135,92.15194691,-5,21.13905701,3.187090764,42.88175503,31.78172307,27382.77425,495.5871826,10,1.183492024,negative
PAYCHEX INC,0000723531,18-000048,232,12,90,21.37368557,79.79195184,417.6347156,89.32978726,26,32.4176142,6.419795638,26.37153397,44.93763437,10391.26543,451.3948369,4,1.080836482,negative
PAYCHEX INC,0000723531,19-000015,252,15,62,27.98928225,84.59579118,373.8803943,35.1203148,19,29.3303228,3.395743626,18.15382091,35.0370708,19825.99894,620.6343183,8,1.659980913,positive
PAYCHEX INC,0000723531,19-000046,246,10,77,22.47390417,58.33255873,385.3383232,17.20465849,17,24.09280212,6.427378383,36.59533522,44.3748388,18183.54194,278.9831196,8,0.72399526,positive
PAYCHEX INC,0000723531,19-000057,304,12,103,23.56918536,64.13139906,357.3912348,88.28188819,1,15.98062966,3.053090726,33.05601097,26.45955408,24621.3061,534.5248232,11,1.495629358,positive
PAYCHEX INC,0000723531,20-000017,202,10,96,14.01949753,90.25969012,430.9731806,49.51277282,-20,39.00213828,4.3849416,18.34742523,26.42086231,17104.23568,387.9461967,8,0.900163198,negative
PAYCHEX INC,0000723531,20-000059,238,11,108,15.96276034,46.19050075,315.549618,40.86953515,8,28.37825669,4.573777183,42.21759653,47.55691905,14581.53969,447.9242894,5,1.419505092,positive
PAYCHEX INC,0000723531,20-000075,195,14,97,21.16707626,28.10224898,400.2712852,36.45393193,28,23.72571256,5.564409071,37.64600881,32.03789201,22940.35499,230.4062486,12,0.575625225,positive
PAYCHEX INC,0000723531,21-000016,179,11,88,21.808977,58.29808583,330.9236791,64.24310582,16,37.58043388,4.62820241,38.04844981,49.13684251,26812.09572,673.055997,11,2.033870767,positive
PAYCHEX INC,0000723531,21-000050,207,13,75,19.21745333,57.64951986,346.2965812,72.01527209,30,34.97148014,4.914058889,30.33562928,35.89270133,19985.60939,330.1010209,10,0.95323211,negative
PAYCHEX INC,0000723531,21-000064,175,15,67,18.74926233,50.35498102,324.8832719,45.47643477,-10,29.43362632,6.278601361,34.05121252,20.79170674,21122.72616,193.4384016,9,0.595408931,positive
PAYCHEX INC,0000950123,09-045262,206,15,65,13.05240287,39.28003918,428.9080095,29.72110658,-2,20.69254267,3.384199439,16.35718434,20.05477742,11516.92769,304.5927712,4,0.710158739,negative
PAYCHEX INC,0000950123,09-071276,250,14,98,23.7229041,83.00649906,391.0958049,24.73409803,43,43.97954829,5.545285463,19.63081312,22.81996911,26523.87551,260.7922242,8,0.666824397,negative
PAYCHEX INC,0000950123,10-027758,226,14,92,19.28394372,62.53119011,417.981003,83.38130552,11,42.59654825,3.626749467,30.32286231,25.56138932,17385.24868,290.1976083,4,0.694284205,positive
PAYCHEX INC,0000950123,10-089222,300,11,65,21.88214162,46.75803321,360.7560612,87.09490726,10,36.43556628,4.859451346,32.16653369,38.48488592,11130.18596,537.2176116,10,1.489143688,positive
PAYCHEX INC,0000950123,10-115032,185,15,78,12.44592839,61.06434756,434.4856016,38.60123397,4,38.64792571,4.591560002,34.38930445,28.60814844,28104.45192,407.4936892,10,0.937876164,positive
PAYCHEX INC,0000950123,11-028301,214,11,86,19.38317029,18.15549961,442.9917507,48.1997898,46,24.09208931,6.472151418,29.58764602,36.0936611,21047.54303,347.1372041,7,0.783620019,positive
PAYCHEX INC,0000950123,11-087071,172,13,108,14.13148482,81.51683695,381.1526389,87.71407502,35,20.98496655,4.290625892,34.10855174,39.98949588,28486.6031,581.7048004,8,1.526172827,negative
PAYCHEX INC,0000950152,02-001911,218,13,87,19.83418547,67.45487403,443.0653025,84.33940089,28,17.72999514,3.52724939,41.13104793,49.11284436,21739.83211,567.9768528,6,1.281925823,positive
